Age,All_races_Both_sexes,All_races_Male,All_races_Female,White_Both_sexes,White_Male,White_Female,All_other_Total_Both_sexes,All_other_Total_Male,All_other_Total_Female,All_other_Black_Both_sexes,All_other_Black_Male,All_other_Black_Female
31,"96,826","95,851","97,829","97,171","96,280","98,095","95,373","93,942","96,769","94,765","93,112","96,357"
32,"96,690","95,655","97,753","97,054","96,111","98,032","95,134","93,598","96,629","94,483","92,701","96,194"
33,"96,547","95,451","97,673","96,932","95,936","97,956","94,861","93,233","96,480","94,183","92,264","96,019"
34,"96,397","95,238","97,587","96,805","95,754","97,896","94,611","92,845","96,320","93,861","91,796","95,831"
35,"96,240","95,015","97,496","96,672","95,566","97,821","94,322","92,430","96,148","93,516","91,293","95,628"
36,"96,071","94,772","97,398","96,533","95,370","97,741","94,013","91,985","95,962","93,145","90,753","95,408"
37,"95,898","94,536","97,292","96,386","95,165","97,654","93,683","91,511","95,762","92,749","90,177","95,172"
38,"95,712","94,280","97,179","96,231","94,950","97,561","93,335","91,013","95,548","92,330","89,571","94,919"
39,"95,518","94,014","97,058","96,068","94,726","97,460","92,972","90,498","95,322","91,892","88,942","94,649"
40,"95,316","93,739","96,929","95,896","94,492","97,351","92,597","89,970","95,083","91,437","88,297","94,363"
41,"95,104","93,453","96,791","95,714","94,249","97,233","92,209","89,430","94,832","90,965","87,636","94,062"
42,"94,880","93,154","96,642","95,519","93,986","97,105","91,806","88,873","94,566","90,474","86,955","93,736"
43,"94,642","92,839","96,481","95,310","93,710","96,964","91,384","88,295","94,281","89,961","86,251","93,393"
44,"94,387","92,505","96,305","95,085","93,415","96,809","90,938","87,690","93,978","89,422","85,516","93,030"
45,"94,112","92,139","96,112","94,841","93,096","96,639","90,458","87,051","93,649","88,847","84,742","92,640"
46,"93,814","91,763","95,900","94,576","92,759","96,451","89,960","86,375","93,306","88,258","83,937","92,239"
47,"93,491","91,349","95,668","94,288","92,391","96,243","89,424","85,661","92,932","87,629","83,090","91,808"
48,"93,139","90,412","95,432","93,973","91,993","96,013","88,852","84,909","92,525","86,959","82,199","91,333"
49,"92,755","90,415","95,130","93,627","91,556","95,758","88,240","84,101","92,090","86,253","81,257","90,844"
50,"92,335","89,886","94,819","93,247","91,079","95,476","87,583","83,246","91,614","85,496","80,260","90,304"
51,"91,875","89,309","94,477","92,829","90,556","95,165","86,877","82,335","91,097","84,687","79,204","89,719"
52,"91,373","88,681","94,101","92,370","89,983","94,822","86,120","81,365","90,536","83,823","78,087","89,066"
53,"90,824","87,995","93,688","91,865","89,353","94,444","85,301","80,337","89,948","82,905","76,913","88,403"
54,"90,224","87,246","93,236","91,309","88,659","94,028","84,451","79,253","89,275","81,934","75,690","87,687"
55,"89,569","86,429","92,742","90,697","87,893","93,570","83,538","78,114","88,572","80,909","74,421","86,875"
56,"88,855","85,540","92,198","90,025","87,055","93,053","82,553","76,919","87,810","79,831","73,099","85,993"
57,"88,081","84,575","91,618","89,290","86,132","92,518","81,548","75,667","87,015","78,696","71,751","85,116"
58,"87,239","83,527","90,979","88,468","85,126","91,917","80,457","74,343","86,147","77,491","70,329","84,137"
59,"86,324","82,389","90,283","87,612","84,029","91,260","79,285","72,934","85,205","76,202","68,824","83,076"
60,"85,331","81,156","89,525","86,659","82,835","90,543","78,023","71,429","84,180","74,819","67,223","81,926"
61,"84,252","79,822","88,701","85,623","81,523","89,631","76,666","70,825","83,066","73,337","65,521","80,681"
62,"83,094","78,387","87,808","84,502","80,139","88,912","75,217","68,126","81,865","71,760","63,724","79,344"
63,"81,850","76,854","86,845","83,297","78,639","87,994","73,685","66,342","80,585","70,099","61,845","77,925"
64,"80,526","75,229","85,814","82,009","77,043","87,006","72,082","64,488","79,240","68,371","59,901","76,440"
65,"79,122","73,517","84,715","80,639","75,339","85,949","70,427","62,580","77,840","66,590","57,905","74,900"
66,"77,642","71,720","83,545","79,187","73,577","84,817","68,714","60,619","76,386","64,760","55,864","73,307"
67,"76,077","69,834","82,299","77,647","71,704","83,606","66,943","58,605","74,873","62,876","53,776","71,858"
68,"74,419","67,848","80,993","76,009","69,724","82,303","65,132","56,566","73,302","60,940","51,642","70,189"
69,"72,656","65,747","79,536","74,260","67,620","80,903","63,208","54,411","71,632","58,940","49,460","68,154"
70,"70,779","63,521","77,999","72,390","65,381","79,390","61,233","52,225","69,884","56,874","47,230","66,281"
71,"68,784","61,171","76,348","70,395","63,006","77,759","59,183","49,982","68,043","54,743","44,957","64,320"
72,"66,673","58,704","74,580","68,276","60,503","76,097","57,062","47,688","66,109","52,551","42,648","62,272"
73,"64,449","56,128","72,694","66,037","57,880","74,131","54,873","45,348","64,096","50,302","40,307","60,140"
74,"62,117","53,448","70,689","63,684","55,147","72,131","52,622","42,970","61,980","48,002","37,938","57,939"
75,"59,683","50,679","68,584","61,222","52,316","70,005","50,314","40,559","59,794","45,656","35,547","55,964"
76,"57,148","47,820","66,315","58,654","49,380","67,748","47,961","38,127","57,551","43,262","33,128","53,917"
77,"54,516","44,907","63,935","55,980","46,399","65,355","45,429","35,664","55,172","40,835","30,731","50,893"
78,"51,784","41,924","61,416","53,201","43,335","62,815","43,052","33,190","52,720","38,363","28,325","48,985"
79,"48,954","38,893","58,748","50,319","40,216","60,121","40,517","30,707","50,161","35,853","25,895","45,784"
80,"46,029","35,827","55,924","47,335","37,057","57,263","37,924","28,221","47,487","33,306","23,572","43,083"
81,"43,013","32,710","52,975","44,245","33,547","54,298","35,306","25,793","44,547","31,248","21,348","40,275"
82,"39,909","29,658","49,781","41,081","30,691","51,031","32,566","23,271","41,764","28,115","18,975","37,355"
83,"36,728","26,596","46,450","37,826","27,528","47,645","29,806","20,825","38,705","25,480","16,766","34,321"
84,"33,478","23,580","42,942","34,498","24,413","44,074","27,051","18,482","35,691","22,784","14,635","31,191"
85,"30,171","20,638","39,253","31,111","21,375","40,314","24,143","16,043","32,181","20,160","12,594","27,909"
